"subject" "activity" "NA"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 5 "standing"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 4 "sitting"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 6 "laying"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 1 "walking"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 3 "walkingdownstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
15 2 "walkingupstairs"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 5 "standing"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 4 "sitting"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 6 "laying"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 1 "walking"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 3 "walkingdownstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
16 2 "walkingupstairs"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 5 "standing"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 4 "sitting"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 6 "laying"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 1 "walking"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 2 "walkingupstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
17 3 "walkingdownstairs"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 5 "standing"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 4 "sitting"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 6 "laying"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
